feed_updated_at,title,url
2026-04-27T05:00:00+09:00,Claude CodeのVSCode拡張が使いやすいよ,https://qiita.com/moritalous/items/3c5269610f26e23c5b04?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,WSL2からWindowsのブラウザやネイティブアプリをシームレスに起動する(xdg-open / wslu の活用),https://qiita.com/mfunaki/items/37dca9fdb5db427dfd7c?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,その“親切な設計”、たぶん無駄です  - エンジニアがハマる「やりすぎ問題」-,https://qiita.com/prum_hitomi/items/f94803dd326ef7c3eb25?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Codex Automations × 公式プラグイン 90 個で「AI 秘書」を組む — 朝 9 時 Issue トリアージ、17 時 Slack 要約,https://qiita.com/nogataka/items/139148b11e416e23722b?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Claude Code が途中で議論を忘れる問題 — auto-compact を PreCompact Hook で制御し、Discord から遠隔操作する,https://qiita.com/nogataka/items/95efda0c7c9ea2405139?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,コードを1行も読ませずに、AIに脆弱性を100%特定させる方法（理論編）,https://qiita.com/harupython/items/ed256553d10578cfec2a?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,個人的にjQuery メソッドチートシートまとめた,https://qiita.com/ryo_sh/items/4a1c1f97932e190db333?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,GPTとClaudeはどっちがいいのか、Microsoft 365 Copilot（Researcher）に考えてもらった,https://qiita.com/Oyu3m/items/4ce133a69433d386507d?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,売上予測WebアプリをFastAPI + Prophet + Reactで個人開発してリリースした話,https://qiita.com/Mecharhythm/items/71f9e7c92d7ee0892a10?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,ブラウザだけで完結するCSIRT訓練プラットフォーム「CSIRT Ready」を作った話,https://qiita.com/masa_py/items/70ddd373616e55ad929f?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,PDF4LLM：LLM前処理ドキュメント処理レイヤー,https://qiita.com/jamie-lemon/items/1b4a5c771cd8c1638915?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,nginxのアクセスログをvector + ClickHouse + metabaseで可視化しよう,https://qiita.com/katori_m/items/935a29940421e62020ee?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Direct LiNGAM の原理,https://qiita.com/bob3bob3/items/d6fb667ae15d51ce8040?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Claude Code に Codex の対立レビューを挟むと見えるもの — codex-plugin-cc で始めるセカンドオピニオン駆動開発,https://qiita.com/nogataka/items/52dcdb315c54dddede01?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,DuckDB のマクロが便利だったので、テーブルデータ加工について Pandas とユースケース別に比較してみた,https://qiita.com/atsushi11o7/items/5ad223ebdb5e138534c6?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,AI駆動開発で増えたMarkdownを快適に読むビューア「MarkShelf」を作った,https://qiita.com/smi/items/ab0d3e9d61fb0297111a?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,競技プログラミング初心者がハマりやすいミスと対策のまとめ,https://qiita.com/P-SiZK/items/3a817f66e391354e75f8?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,2025年スペイン大停電を読み解く。日本のVPPはどんな教訓を得られるのか？,https://qiita.com/sc-muro/items/1e5b8f23ec912a5a9b73?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,ADB のカタログにマウントしたIceberg テーブルに自然言語検索（Select AI）してみた,https://qiita.com/yushibats/items/c65b23462994e8f4c579?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,最高効率でインディーズゲームを開発するためにUnityフレームワークを作った話,https://qiita.com/archeleeds/items/8482fa4b122a1e016634?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,【独学】異業種からエンジニアの転職までに行ったこと,https://qiita.com/mori-3-desu/items/eb51e7ea9dac5e0e21ac?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,SnowflakeのIcebergテーブルをOCI Autonomous DatabaseからSELECT AIで自然言語検索してみた,https://qiita.com/yushibats/items/291660e52d775b8b995c?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Oracle Database関連の公式ブログまとめ,https://qiita.com/ketsuji1/items/c560b7bedefa48ca9058?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,学習記録アプリを作成しました。,https://qiita.com/kitamura371/items/7f1d66ef42c0c77da25d?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,AIがCTOみたいに計画から実装まで進めてくれた話,https://qiita.com/KNR109/items/17aba9efc0de7ceff040?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,GPT-5.5 の API を Node.js で軽く試す（OpenAI Agents SDK TypeScript の Hello world の例を利用）,https://qiita.com/youtoy/items/3098aa2c88975539476f?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,VOICEVOX EngineとLambda Web Adapterでサーバレスずんだもんを開発した話,https://qiita.com/nasuvitz/items/7c5a21c55c449dde13aa?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,GitHub Copilot SKILLでユーザー入力を活用する方法 〜インタラクティブなAIエージェントの作り方〜,https://qiita.com/shahin0809/items/6f1c56549a992b00ea89?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,読書感想文『運用改善の教科書』,https://qiita.com/RYA234/items/4fa5b552e6369c141812?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
2026-04-27T05:00:00+09:00,Claude Code は planner、Codex CLI は executor — 両方使って 3 ヶ月、役割分担で見えた実測,https://qiita.com/nogataka/items/2668b9ca9d12f0bef1e5?utm_campaign=popular_items&utm_medium=feed&utm_source=popular_items
